algorithm,preprocessing,k,eps,min_samples,threshold,n_clusters,silhouette,davies_bouldin,calinski_harabasz
Spectral,OutlierRemoval,7.0,,,,,0.0648101267602977,1.8446803342720528,200.73794333663471
Spectral,OutlierRemoval,8.0,,,,,0.057739756788269,1.8624879826566247,178.37282929944936
DBSCAN,OutlierRemoval,,1.0,,,,0.9080077461020654,0.1177151442706531,439.14570674998464
DBSCAN,OutlierRemoval,,1.5,,,,0.7799537329068976,0.2921180126343328,134.08252662461447
BIRCH,OutliersRemoval,,,,0.2,2757.0,0.0035016945578491,0.0272340366338938,1046.2613663168686
BIRCH,OutliersRemoval,,,,0.5,2738.0,0.0109064553668295,0.0839706036015362,141.09791718913496
BIRCH,OutliersRemoval,,,,1.0,2640.0,0.0280458812567502,0.2290533689352163,31.3832906957695
BIRCH,OutliersRemoval,,,,1.5,2301.0,0.038660975376718,0.453801968636089,13.000955478927477
OPTICS,OutliersRemoval,,,3.0,,104.0,-0.305516346607488,1.415179586713402,4.572183777146833
OPTICS,OutliersRemoval,,,5.0,,33.0,-0.3073943140261832,1.4707102950918347,6.426972083471988
OPTICS,OutliersRemoval,,,10.0,,4.0,-0.1173889222991663,1.4608474195152876,11.210869239855285
KMeans,PCA+Outliers,2.0,,,,,0.2039447027965695,1.865339437528797,744.8371335649662
KMeans,PCA+Outliers,3.0,,,,,0.174615938347509,2.0502059113761795,507.0496320584165
KMeans,PCA+Outliers,4.0,,,,,0.1261679262223539,2.4563057597965123,427.5535830804133
KMeans,PCA+Outliers,5.0,,,,,0.1231355244991846,2.26443213513049,365.039161213242
KMeans,PCA+Outliers,6.0,,,,,0.1204076211757687,2.2551091105484398,321.92416558702536
KMeans,PCA+Outliers,7.0,,,,,0.1096683919599115,2.30676459067046,295.9047939583476
KMeans,PCA+Outliers,8.0,,,,,0.1036260834354373,2.331259551108185,270.13437300238706
GMM,PCA+Outliers,2.0,,,,,0.1916232195874167,1.905825437480328,669.0564940732455
GMM,PCA+Outliers,3.0,,,,,0.1518826040165255,1.969961357881686,425.0627626501997
GMM,PCA+Outliers,4.0,,,,,0.1101646362156127,2.533512479467976,372.4798497052028
GMM,PCA+Outliers,5.0,,,,,0.0795184084622625,2.709723076282775,293.67663156209505
GMM,PCA+Outliers,6.0,,,,,0.0553350306001108,3.342590128723093,229.93109091421175
GMM,PCA+Outliers,7.0,,,,,0.0517754311443493,2.83790446896506,227.81912286329293
GMM,PCA+Outliers,8.0,,,,,0.0495353783885332,3.4259983337757696,193.595479656465
Agglomerative,PCA+Outliers,2.0,,,,,0.1983114926909282,1.8689553164241883,705.2349778554558
Agglomerative,PCA+Outliers,3.0,,,,,0.1642891119827999,1.9694809806585156,466.6661935328343
Agglomerative,PCA+Outliers,4.0,,,,,0.1060393306121312,2.702525933276984,383.5180092368824
Agglomerative,PCA+Outliers,5.0,,,,,0.1074343664942544,2.5608644622620904,322.18682636508987
Agglomerative,PCA+Outliers,6.0,,,,,0.1002684671883024,2.355862737867619,286.9056237478312
Agglomerative,PCA+Outliers,7.0,,,,,0.0903094700639228,2.3387465489578547,263.81044449323144
Agglomerative,PCA+Outliers,8.0,,,,,0.0890759805200846,2.4216623975687384,241.4709861664101
Spectral,PCA+Outliers,2.0,,,,,0.123308324774932,2.03694046479404,342.63011336506
Spectral,PCA+Outliers,3.0,,,,,0.1663655725402698,2.0297227831932143,482.3860131088567
Spectral,PCA+Outliers,4.0,,,,,0.0903784985827883,2.024299629147928,345.51392561221684
Spectral,PCA+Outliers,5.0,,,,,0.0848176210551648,1.9024562980275257,295.2413391968228
Spectral,PCA+Outliers,6.0,,,,,0.0833178181272332,1.888947571881878,253.05121027975605
Spectral,PCA+Outliers,7.0,,,,,0.0745114145863032,1.8494827002743248,216.28960654976285
Spectral,PCA+Outliers,8.0,,,,,0.0930626418215665,2.0725926966868022,228.4505531700476
DBSCAN,PCA+Outliers,,1.0,,,,0.9077210291915468,0.1181982723911738,435.2420403232501
DBSCAN,PCA+Outliers,,1.5,,,,0.5916223816210803,0.6583995634752894,102.06226627585816
BIRCH,PCA+Outliers,,,,0.2,2757.0,0.0035177927073601,0.0276437880275371,1031.2584012056673
BIRCH,PCA+Outliers,,,,0.5,2735.0,0.0115291239525165,0.0891563217871483,134.83243852612804
BIRCH,PCA+Outliers,,,,1.0,2605.0,0.0324817375886409,0.2597155163721035,28.22022054686512
BIRCH,PCA+Outliers,,,,1.5,2182.0,0.0422108253003737,0.5074632019607664,13.148324110979791
OPTICS,PCA+Outliers,,,3.0,,115.0,-0.3213466472784609,1.376928691625464,4.154453120303065
OPTICS,PCA+Outliers,,,5.0,,33.0,-0.3111845740814872,1.465021542646736,6.396165316877742
OPTICS,PCA+Outliers,,,10.0,,4.0,-0.1149754674132874,1.4308908022973272,11.28112134210397
KMeans,PCA,2.0,,,,,0.1996885974212648,1.892976193366368,770.776670108782
KMeans,PCA,3.0,,,,,0.1707039060731055,2.096863076027088,525.7886335744406
KMeans,PCA,4.0,,,,,0.1234624149809641,2.499917967309796,441.4108480563135
KMeans,PCA,5.0,,,,,0.1197534277178863,2.292897057118817,376.5413079955672
KMeans,PCA,6.0,,,,,0.1083848036362071,2.298080843504166,335.7627432327389
KMeans,PCA,7.0,,,,,0.1094933295453633,2.380507382301235,303.62177392236146
KMeans,PCA,8.0,,,,,0.1106936810877367,2.285995895851149,281.151228455916
GMM,PCA,2.0,,,,,0.1857070426876543,1.94227504870528,679.9824322072093
GMM,PCA,3.0,,,,,0.1447727648506374,2.0194830548232385,430.0775676250477
GMM,PCA,4.0,,,,,0.0790992829282104,3.1140530463725624,321.3805190784629
GMM,PCA,5.0,,,,,0.0500266724974977,3.170639991264276,267.3820926731296
GMM,PCA,6.0,,,,,0.0621812044093624,2.8223282283210707,256.8724987785891
GMM,PCA,7.0,,,,,0.0577337598602261,3.000999756099656,227.8428618619482
GMM,PCA,8.0,,,,,0.0474194225097603,3.1760546173071447,205.6995758407284
Agglomerative,PCA,2.0,,,,,0.1837111045171519,1.960354414446969,673.49015090162
Agglomerative,PCA,3.0,,,,,0.1159321190784384,2.619800719652213,453.2987614475525
Agglomerative,PCA,4.0,,,,,0.1065369079266276,2.607505480979583,384.0918241655729
Agglomerative,PCA,5.0,,,,,0.0988628759763521,2.347768444245559,322.99402732302553
Agglomerative,PCA,6.0,,,,,0.0947311382756857,2.394866549051535,284.2939152513855
Agglomerative,PCA,7.0,,,,,0.0875256366746969,2.664296140413424,258.0690090625333
Agglomerative,PCA,8.0,,,,,0.0907082626139523,2.4917236485974663,236.51455455542973
Spectral,PCA,2.0,,,,,0.1967598352114445,1.8952387085983189,746.4422880528477
Spectral,PCA,3.0,,,,,0.1612924270787098,2.068535679987836,494.7752124489804
Spectral,PCA,4.0,,,,,0.0831435584782949,1.9898725757189173,348.4491413280736
Spectral,PCA,5.0,,,,,0.07370088634743,1.9083728636561308,294.31690470305625
Spectral,PCA,6.0,,,,,0.0741596480207238,1.8913538336838445,253.51879933445855
Spectral,PCA,7.0,,,,,0.0645624911725181,1.8534914645675715,216.68666457659896
Spectral,PCA,8.0,,,,,0.0809914035789854,2.156150636342278,227.00303851227943
DBSCAN,PCA,,1.0,,,,0.9078406832904686,0.118035301541775,436.6473186433219
DBSCAN,PCA,,1.5,,,,0.5327658799674649,0.7982252312452187,82.298126644722
BIRCH,PCA,,,,0.2,2919.0,0.0046764261998494,0.0275636974294188,1276.3013162378656
BIRCH,PCA,,,,0.5,2893.0,0.013143451584262,0.0891198885582182,129.1056994617078
BIRCH,PCA,,,,1.0,2757.0,0.0325453277838961,0.2638700327079538,27.549984200304205
BIRCH,PCA,,,,1.5,2330.0,0.0431570082180863,0.496875788737693,13.216234243482145
OPTICS,PCA,,,3.0,,104.0,-0.330878149964213,1.3749293240997196,4.230829705543445
OPTICS,PCA,,,5.0,,30.0,-0.3103395198379339,1.459530947039666,6.83441531668226
OPTICS,PCA,,,10.0,,4.0,-0.1253920804957024,1.4230071416946255,9.889081606820104
K-Means,raw,2.0,,,,,0.3934260935009891,1.0483514403521623,2555.8622913001323
K-Means,raw,3.0,,,,,0.3219628556374838,1.1663468264478116,2059.492943831637
K-Means,raw,4.0,,,,,0.2869954038308916,1.2605534797636149,1835.8978878876296
K-Means,raw,5.0,,,,,0.2714825119635562,1.4523879108974524,1627.8574283901528
K-Means,raw,6.0,,,,,0.2642467527243971,1.4749376050052068,1438.7504153506184
K-Means,raw,7.0,,,,,0.2555214290782184,1.5638953277067047,1313.856523447557
K-Means,raw,8.0,,,,,0.2138090416906213,1.6935930424571095,1195.0705953620004
GMM,raw,2.0,,,,,0.0658000707700167,3.365698193672568,216.80839585788695
GMM,raw,3.0,,,,,0.1412582951225316,2.6297717822182736,938.1876149575976
GMM,raw,4.0,,,,,0.144670239311431,2.378409371684497,783.7065359399312
GMM,raw,5.0,,,,,0.1197494924071473,2.28547128289398,619.1656059314105
GMM,raw,6.0,,,,,0.1541323416642744,2.6990144358769554,844.2316159013849
GMM,raw,7.0,,,,,0.1077173908604547,3.019809134249935,668.7747793974354
GMM,raw,8.0,,,,,0.0793397455121111,2.80874288776522,557.0534141472884
Agglomerative,raw,2.0,,,,,0.3771999629193858,1.0790914516172752,2422.2755731722305
Agglomerative,raw,3.0,,,,,0.3146080603812451,1.124877606374186,1720.8727234298983
Agglomerative,raw,4.0,,,,,0.2459941734235281,1.2742370280116193,1598.357894807356
Agglomerative,raw,5.0,,,,,0.2309388644749177,1.4624736997954488,1466.19957329085
Agglomerative,raw,6.0,,,,,0.2331332221647079,1.5344568369796272,1299.7357793400706
Agglomerative,raw,7.0,,,,,0.2343703902322552,1.6453973157973731,1200.8548412079847
Agglomerative,raw,8.0,,,,,0.2282472634289096,1.698837820941085,1095.0758655234613
Spectral,raw,2.0,,,,,0.3927049384144765,1.0496113090928156,2547.310536824744
Spectral,raw,3.0,,,,,0.0079885395735387,1.0413063743466433,362.61660048952496
Spectral,raw,4.0,,,,,0.1077613656007221,1.2217714168444351,787.5096209673062
Spectral,raw,5.0,,,,,0.1015849598678412,1.4966346438172695,586.9753063123894
Spectral,raw,6.0,,,,,0.0213084356098583,1.5496178121178918,397.3428406196119
Spectral,raw,7.0,,,,,0.1355109506641618,1.4912066789091314,843.5705597177832
Spectral,raw,8.0,,,,,0.1494937497584683,1.60895986584347,812.3972542813605
DBSCAN,raw,,0.5,,,,-0.3802864498082903,1.2260146585186036,24.233783710639013
DBSCAN,raw,,1.0,,,,-0.0512317155157727,1.485510374429868,44.67292894636256
DBSCAN,raw,,1.5,,,,0.0352419016125869,6.398403912121551,5.702508593687389
BIRCH,raw,,,,0.2,2691.0,0.0457552412642136,0.2028523650593099,179.70655700803243
BIRCH,raw,,,,0.5,1521.0,0.1240522492421274,0.610171231041213,60.30457654778448
BIRCH,raw,,,,1.0,359.0,0.1460801741228609,1.2541505935383472,72.59299130205204
BIRCH,raw,,,,1.5,24.0,0.1433804376614986,2.0018139851442545,473.6337417153773
OPTICS,raw,,,3.0,,270.0,-0.2672129438136523,1.2613311864472494,6.8712457449186495
OPTICS,raw,,,5.0,,107.0,-0.3200598478816484,1.3331234329232444,13.234983645419373
OPTICS,raw,,,10.0,,40.0,-0.3411306631802547,1.379203728282391,27.223622808399835
OPTICS,raw,,,20.0,,7.0,-0.2152045398340606,1.1047744964761204,104.12820623765413
KMeans,Scaled,2.0,,,,,0.1915388161133572,1.9415693090306976,731.2161773873186
KMeans,Scaled,3.0,,,,,0.162138791782116,2.138915139978609,497.3631145436122
KMeans,Scaled,4.0,,,,,0.1185636819060156,2.5704319655072725,416.1981244192265
KMeans,Scaled,5.0,,,,,0.1144988924335976,2.362313884324031,354.2033505374988
KMeans,Scaled,6.0,,,,,0.0958935912855272,2.3937732900648485,315.3933247780501
KMeans,Scaled,7.0,,,,,0.0929310125585637,2.4249301938909653,285.34195083705043
KMeans,Scaled,8.0,,,,,0.0950165328904927,2.429227601537427,261.8932436562822
GMM,Scaled,2.0,,,,,0.1808779924446663,1.9830950639399372,667.889036035739
GMM,Scaled,3.0,,,,,0.1178354331082663,2.6123275235166363,435.7585963288919
GMM,Scaled,4.0,,,,,0.0914382920792825,2.650340663132758,306.9116518032447
GMM,Scaled,5.0,,,,,0.0872580015892248,2.8693128206722145,291.6817621245861
GMM,Scaled,6.0,,,,,0.0592653269810394,3.3048712683138883,223.0680783833116
GMM,Scaled,7.0,,,,,0.039642760002684,3.492159731088208,174.85986792534462
GMM,Scaled,8.0,,,,,0.070766160177405,3.055353234694606,189.3421325285284
Agglomerative,Scaled,2.0,,,,,0.1760878303678719,1.9994470434429157,643.7804944681526
Agglomerative,Scaled,3.0,,,,,0.1141641487481369,2.681142482628639,433.8716748594501
Agglomerative,Scaled,4.0,,,,,0.1021020519611836,2.671102270112314,365.0432205827074
Agglomerative,Scaled,5.0,,,,,0.0896410007114709,2.7590882425124086,307.5894864489033
Agglomerative,Scaled,6.0,,,,,0.0825509807605005,2.534868807771154,272.94015549192176
Agglomerative,Scaled,7.0,,,,,0.0847942259680046,2.665233784570069,249.01201595016337
Agglomerative,Scaled,8.0,,,,,0.0902183600142725,2.480930362058537,229.0119186447897
Spectral,Scaled,2.0,,,,,0.1882742146812185,1.94263332391828,707.2465787111004
Spectral,Scaled,3.0,,,,,0.1529970076984763,2.113310748922317,471.2430064737671
Spectral,Scaled,4.0,,,,,0.1308897929907663,1.980388172175404,349.13065623625937
Spectral,Scaled,5.0,,,,,0.0644970450738521,1.964070568553532,276.2000147915677
Spectral,Scaled,6.0,,,,,0.0661247571874185,1.9429687845656425,239.67740369441083
Spectral,Scaled,7.0,,,,,0.0669166686872621,2.2034902856907257,203.1663046115626
Spectral,Scaled,8.0,,,,,0.0503171912788996,1.892064944942764,181.82645756639187
DBSCAN,Scaled,,1.0,,,,0.9073793892086588,0.1185198618879268,433.2309195373618
DBSCAN,Scaled,,1.5,,,,0.7778674104434449,0.2952754877336728,131.88325675407222
BIRCH,Scaled,,,,0.2,2919.0,0.004666489292569,0.0272540704764455,1293.2745481875104
BIRCH,Scaled,,,,0.5,2898.0,0.0118302622532729,0.0854402124796266,143.44633493027828
BIRCH,Scaled,,,,1.0,2788.0,0.0289842084693549,0.2444688026478421,29.29310289104141
BIRCH,Scaled,,,,1.5,2437.0,0.038416441995701,0.4522112037226535,13.217343761920736
OPTICS,Scaled,,,3.0,,103.0,-0.3157073089631671,1.421856564192694,4.330614977716718
OPTICS,Scaled,,,5.0,,27.0,-0.3131181342766059,1.488663577613865,6.552581878704874
OPTICS,Scaled,,,10.0,,5.0,-0.0987921335640534,1.4302349759912254,11.505559452662444
